Year,Port,Millions of Pounds,State
1992,,43.6,NJ
1992,,42.0,WA
1992,,40.0,ME
1992,,39.2,CA
1992,,38.0,OR
1992,,36.3,AK
1992,,32.0,AK
1992,,30.0,NJ
1992,,29.9,NC
1992,,26.0,WA
1992,,25.9,AK
1992,,25.0,WA
1992,,24.2,AK
1992,,24.0,OR
1992,,22.9,TX
1992,,22.4,HI
1992,,22.0,AK
1992,,21.9,LA
1992,,21.2,CA
1992,,20.8,VA
1992,,19.6,CA
1992,,19.1,AK
1992,,18.7,CA
1992,,18.5,NJ
1992,,18.0,MA
1992,,17.9,MD
1992,,17.6,CA
1992,,17.0,WA
1992,,17.0,TX
1992,,16.2,AL
1992,,14.6,NY
1992,,14.4,MA
1992,,14.2,RI
1992,,14.0,LA
1992,,12.9,LA
1992,,12.7,TX
1992,,12.0,NC
1992,,11.5,NY
1992,,11.4,CA
1992,,11.3,CA
1992,,11.2,CA
1992,,10.8,FL
1992,,10.7,AK
1992,,10.4,CA
1992,,10.3,LA
1992,,9.4,FL
1992,,9.3,TX
1992,,8.9,MS
1992,,8.8,AK
1992,,8.5,TX
1992,,8.3,LA
1992,,8.0,CA
1992,,7.7,SC
1992,,7.4,AK
1992,,7.1,NC
1992,,7.1,LA
1992,,7.0,WA
1992,,7.0,NC
1992,,6.7,SC
1992,,6.4,GA
1992,,6.0,WA
1992,,5.8,ME
1992,,5.7,AL
1992,,4.8,NJ
1992,,4.6,NY
1992,,4.2,GA
1992,,3.7,SC
1992,,3.5,CA
1992,,1.0,VA
1992,,1.0,OR
1992,,0.2,VA
1991,,731.7,AK
1991,,594.5,VA
1991,,309.4,LA
1991,,289.1,LA
1991,,287.3,AK
1991,,227.3,MS
1991,,211.4,LA
1991,,166.8,LA
1991,,141.5,CA
1991,,119.5,LA
1991,,112.9,MA
1991,,107.6,MA
1991,,93.5,NJ
1991,,90.3,AK
1991,,68.5,AK
1991,,65.9,RI
1991,,64.0,ME
1991,,53.0,OR
1991,,52.0,OR
1991,,50.2,CA
1991,,50.1,AK
1991,,50.0,WA
1991,,47.5,AK
1991,,44.8,AK
1991,,44.6,AK
1991,,40.4,AK
1991,,39.2,NJ
1991,,31.9,ME
1991,,30.2,CA
1991,,30.0,OR
1991,,29.6,TX
1991,,28.2,AK
1991,,27.4,AK
1991,,26.8,VA
1991,,26.0,WA
1991,,26.0,CA
1991,,25.4,MD
1991,,24.7,MA
1991,,23.6,LA
1991,,23.0,NC
1991,,21.5,AK
1991,,21.2,TX
1991,,20.8,NJ
1991,,20.0,WA
1991,,20.0,CA
1991,,19.3,CA
1991,,18.0,WA
1991,,16.7,RI
1991,,15.2,MA
1991,,15.0,NC
1991,,14.9,CA
1991,,14.9,AL
1991,,14.3,NY
1991,,14.1,FL
1991,,13.6,CA
1991,,12.9,CA
1991,,12.6,AK
1991,,12.0,WA
1991,,11.9,AK
1991,,11.8,TX
1991,,11.7,LA
1991,,11.0,NY
1991,,11.0,LA
1991,,10.6,LA
1991,,10.2,TX
1991,,10.0,NC
1991,,9.9,FL
1991,,9.7,FL
1991,,9.0,WA
1991,,8.8,MS
1991,,8.4,AK
1991,,8.2,CA
1991,,7.8,FL
1991,,7.8,NJ
1991,,7.0,LA
1991,,7.0,OR
1991,,6.6,CA
1991,,6.0,WA
1991,,6.0,WA
1991,,6.0,OR
1991,,6.0,TX
1991,,5.8,FL
1991,,5.7,AL
1991,,5.0,GA
1991,,4.9,NJ
1991,,4.0,WA
1991,,4.0,CA
1991,,4.0,WA
1991,,2.6,VA
1991,,1.3,NY
1991,,0.1,VA
1990,,692.4,VA
1990,,509.9,AK
1990,,303.9,MS
1990,,272.5,AK
1990,,244.2,LA
1990,,232.6,LA
1990,,173.0,LA
1990,,164.4,LA
1990,,158.5,CA
1990,,146.5,LA
1990,,125.6,MA
1990,,117.8,MA
1990,,90.4,AK
1990,,70.8,AK
1990,,69.4,NJ
1990,,67.5,AK
1990,,58.7,RI
1990,,52.6,AK
1990,,52.3,AK
1990,,51.2,AK
1990,,49.5,ME
1990,,46.1,AK
1990,,41.9,AK
1990,,41.2,OR
1990,,39.4,CA
1990,,39.3,WA
1990,,39.2,NJ
1990,,36.2,ME
1990,,34.0,OR
1990,,32.4,MA
1990,,31.8,OR
1990,,31.1,CA
1990,,26.8,CA
1990,,26.2,WA
1990,,25.2,TX
1990,,24.7,AK
1990,,24.4,AK
1990,,24.4,CA
1990,,24.3,VA
1990,,23.0,NC
1990,,22.8,CA
1990,,21.1,MD
1990,,20.9,LA
1990,,19.7,MA
1990,,18.4,NJ
1990,,18.0,TX
1990,,17.5,CA
1990,,16.5,WA
1990,,15.6,AK
1990,,15.5,WA
1990,,15.0,RI
1990,,14.6,MS
1990,,14.3,NY
1990,,14.2,LA
1990,,13.7,AL
1990,,13.2,FL
1990,,13.2,WA
1990,,12.7,AK
1990,,12.6,CA
1990,,11.6,CA
1990,,11.4,FL
1990,,10.9,TX
1990,,10.3,CA
1990,,10.2,LA
1990,,10.0,NC
1990,,10.0,OR
1990,,9.7,CA
1990,,9.4,AK
1990,,9.0,AK
1990,,9.0,AK
1990,,8.8,FL
1990,,8.7,FL
1990,,8.3,LA
1990,,8.2,NJ
1990,,8.0,LA
1990,,8.0,TX
1990,,7.9,AK
1990,,7.2,VA
1990,,6.4,OR
1990,,6.3,AK
1990,,6.2,TX
1990,,6.1,NY
1990,,6.1,OR
1990,,6.0,GA
1990,,5.7,AL
1990,,5.0,FL
1990,,4.8,WA
1990,,3.9,NJ
1990,,3.5,WA
1990,,3.5,CA
1990,,3.4,WA
1990,,2.6,WA
1990,,1.5,NY
1990,,1.1,VA
1989,,594.8,VA
1989,,504.3,AK
1989,,352.7,LA
1989,,282.1,MS
1989,,272.7,LA
1989,,217.2,CA
1989,,213.2,AK
1989,,210.9,LA
1989,,207.2,LA
1989,,113.5,AK
1989,,98.8,MA
1989,,91.6,AK
1989,,90.9,MA
1989,,68.1,LA
1989,,65.3,CA
1989,,55.3,AK
1989,,54.1,NJ
1989,,51.0,OR
1989,,49.0,ME
1989,,48.4,RI
1989,,44.4,OR
1989,,40.6,WA
1989,,39.4,CA
1989,,35.0,AK
1989,,34.9,OR
1989,,34.2,AK
1989,,33.9,NJ
1989,,33.0,CA
1989,,30.3,AK
1989,,30.2,WA
1989,,25.7,CA
1989,,25.0,NC
1989,,24.8,ME
1989,,24.6,MD
1989,,24.5,VA
1989,,24.5,LA
1989,,23.7,MA
1989,,23.3,WA
1989,,22.7,TX
1989,,21.2,CA
1989,,20.4,WA
1989,,20.3,AK
1989,,19.2,NJ
1989,,17.3,CA
1989,,17.3,MA
1989,,15.8,WA
1989,,15.6,WA
1989,,15.0,TX
1989,,14.9,AL
1989,,12.6,MS
1989,,12.3,OR
1989,,11.9,AK
1989,,11.5,TX
1989,,11.3,LA
1989,,11.2,CA
1989,,10.9,FL
1989,,10.8,LA
1989,,10.5,FL
1989,,10.2,CA
1989,,9.9,CA
1989,,9.6,NY
1989,,9.6,FL
1989,,9.5,LA
1989,,9.3,AK
1989,,8.7,TX
1989,,8.5,VA
1989,,8.3,NY
1989,,7.8,CA
1989,,7.6,LA
1989,,7.6,OR
1989,,7.5,OR
1989,,7.5,FL
1989,,7.3,NJ
1989,,7.2,WA
1989,,6.2,VA
1989,,6.1,TX
1989,,6.0,GA
1989,,6.0,AL
1989,,5.9,WA
1989,,5.8,FL
1989,,5.4,WA
1989,,5.0,WA
1989,,4.3,WA
1989,,4.2,CA
1989,,3.6,NJ
1989,,3.0,WA
1989,,1.6,NY
1988,,545.3,VA
1988,,438.9,LA
1988,,377.3,AK
1988,,304.6,AK
1988,,297.2,LA
1988,,292.0,MS
1988,,244.1,LA
1988,,232.0,CA
1988,,209.7,LA
1988,,107.5,MA
1988,,90.3,MA
1988,,55.0,CA
1988,,50.4,AK
1988,,49.6,RI
1988,,48.0,NJ
1988,,47.4,AK
1988,,44.2,OR
1988,,44.0,ME
1988,,43.3,LA
1988,,42.5,AK
1988,,42.3,MS
1988,,40.6,ME
1988,,38.5,OR
1988,,36.0,CA
1988,,35.3,WA
1988,,34.8,WA
1988,,33.0,OR
1988,,32.1,AK
1988,,31.0,NC
1988,,31.0,CA
1988,,30.1,LA
1988,,28.3,AK
1988,,27.7,AK
1988,,27.7,NJ
1988,,27.0,CA
1988,,25.6,VA
1988,,25.2,MA
1988,,25.0,CA
1988,,23.2,WA
1988,,23.0,AK
1988,,21.1,MD
1988,,21.0,MA
1988,,17.5,WA
1988,,17.3,NJ
1988,,16.4,FL
1988,,15.6,TX
1988,,14.6,AK
1988,,14.5,WA
1988,,14.0,NC
1988,,14.0,CA
1988,,14.0,CA
1988,,13.8,TX
1988,,13.6,WA
1988,,13.2,NY
1988,,12.4,AL
1988,,11.9,LA
1988,,11.1,LA
1988,,10.8,LA
1988,,10.8,LA
1988,,10.7,VA
1988,,10.2,FL
1988,,10.0,CA
1988,,10.0,NY
1988,,9.4,WA
1988,,9.2,FL
1988,,8.9,AK
1988,,8.1,FL
1988,,8.0,CA
1988,,7.9,TX
1988,,7.8,OR
1988,,7.7,TX
1988,,7.0,CA
1988,,7.0,CA
1988,,6.4,VA
1988,,6.2,TX
1988,,6.1,AL
1988,,6.0,WA
1988,,6.0,GA
1988,,5.6,NJ
1988,,5.4,FL
1988,,4.9,AK
1988,,4.1,NJ
1988,,3.5,AK
1988,,3.4,AK
1988,,3.3,AK
1988,,2.5,NY
1987,,672.4,LA
1987,,609.6,VA
1987,,391.6,MS
1987,,357.4,LA
1987,,331.7,LA
1987,,314.3,LA
1987,,204.1,AK
1987,,203.1,CA
1987,,128.2,AK
1987,,93.1,MA
1987,,78.7,MA
1987,,69.6,AK
1987,,56.8,NJ
1987,,47.5,WA
1987,,46.6,RI
1987,,46.6,OR
1987,,44.2,ME
1987,,42.4,AK
1987,,42.3,CA
1987,,39.5,ME
1987,,38.2,MS
1987,,35.9,OR
1987,,29.6,OR
1987,,28.5,CA
1987,,28.3,NC
1987,,27.6,AK
1987,,27.4,LA
1987,,27.1,AK
1987,,27.0,CA
1987,,27.0,LA
1987,,26.2,WA
1987,,25.9,CA
1987,,25.8,MA
1987,,25.1,VA
1987,,25.0,NJ
1987,,23.5,WA
1987,,23.1,CA
1987,,23.0,MA
1987,,22.5,MD
1987,,22.2,WA
1987,,18.8,WA
1987,,16.1,CA
1987,,15.2,NJ
1987,,15.1,AL
1987,,14.7,NY
1987,,14.6,FL
1987,,13.9,LA
1987,,13.4,TX
1987,,12.9,CA
1987,,12.7,LA
1987,,12.5,LA
1987,,12.3,FL
1987,,12.3,LA
1987,,11.9,CA
1987,,11.5,RI
1987,,11.5,VA
1987,,11.3,CA
1987,,11.1,NY
1987,,10.9,NC
1987,,10.9,WA
1987,,10.5,FL
1987,,10.2,TX
1987,,9.9,CA
1987,,8.3,FL
1987,,8.2,FL
1987,,7.8,VA
1987,,7.3,CA
1987,,6.7,TX
1987,,6.3,NJ
1987,,6.2,OR
1987,,6.2,TX
1987,,6.0,OR
1987,,5.9,WA
1987,,5.0,GA
1987,,4.8,AL
1987,,4.4,TX
1987,,2.3,NY
1986,,616.8,LA
1986,,443.4,VA
1986,,365.5,MS
1986,,317.6,LA
1986,,298.9,LA
1986,,294.6,LA
1986,,187.4,CA
1986,,141.2,AK
1986,,111.6,MA
1986,,88.3,AK
1986,,85.2,AK
1986,,68.7,MA
1986,,56.7,NJ
1986,,53.2,RI
1986,,46.7,MS
1986,,45.9,WA
1986,,43.4,ME
1986,,42.2,AK
1986,,38.2,WA
1986,,36.8,OR
1986,,35.6,ME
1986,,31.4,MA
1986,,31.0,CA
1986,,29.1,MD
1986,,27.2,NC
1986,,27.1,MA
1986,,27.1,TX
1986,,26.7,OR
1986,,25.9,CA
1986,,25.6,AL
1986,,25.5,TX
1986,,25.2,AK
1986,,25.1,LA
1986,,24.3,OR
1986,,23.1,VA
1986,,22.9,WA
1986,,22.0,NJ
1986,,20.9,CA
1986,,19.4,CA
1986,,18.7,LA
1986,,18.3,WA
1986,,17.8,CA
1986,,17.4,LA
1986,,16.8,LA
1986,,16.4,CA
1986,,16.3,LA
1986,,15.4,FL
1986,,15.1,NJ
1986,,14.0,LA
1986,,13.7,CA
1986,,13.6,TX
1986,,12.8,WA
1986,,12.5,TX
1986,,12.5,VA
1986,,12.1,CA
1986,,11.6,RI
1986,,11.4,TX
1986,,11.0,FL
1986,,11.0,NY
1986,,10.7,NC
1986,,10.4,FL
1986,,9.0,FL
1986,,9.0,WA
1986,,8.5,NY
1986,,8.5,CA
1986,,8.1,CA
1986,,8.1,FL
1986,,6.7,OR
1986,,6.6,OR
1986,,6.4,VA
1986,,6.3,AL
1986,,5.8,NJ
1986,,5.4,CA
1986,,5.1,WA
1986,,5.0,GA
1986,,4.5,NY
1985,,673.6,LA
1985,,626.1,VA
1985,,423.2,MS
1985,,398.6,LA
1985,,224.5,LA
1985,,150.3,CA
1985,,118.3,MA
1985,,106.3,AK
1985,,96.1,AK
1985,,92.1,MA
1985,,59.0,ME
1985,,58.1,RI
1985,,48.8,NJ
1985,,42.2,WA
1985,,41.1,MS
1985,,38.8,WA
1985,,37.0,ME
1985,,32.3,AK
1985,,31.0,CA
1985,,30.2,MA
1985,,29.4,OR
1985,,28.5,CA
1985,,25.6,OR
1985,,25.5,OR
1985,,24.5,MD
1985,,24.2,TX
1985,,22.9,TX
1985,,22.7,NC
1985,,22.7,NJ
1985,,22.3,VA
1985,,21.0,AL
1985,,20.6,LA
1985,,20.3,FL
1985,,19.9,CA
1985,,19.8,CA
1985,,19.8,MA
1985,,19.5,AK
1985,,18.4,NJ
1985,,18.2,CA
1985,,18.2,LA
1985,,16.8,RI
1985,,16.0,CA
1985,,15.3,NC
1985,,15.3,FL
1985,,14.2,WA
1985,,12.8,WA
1985,,12.8,TX
1985,,12.5,WA
1985,,12.1,CA
1985,,11.6,TX
1985,,11.1,LA
1985,,11.0,LA
1985,,10.9,FL
1985,,10.9,VA
1985,,10.7,CA
1985,,10.0,FL
1985,,9.6,CA
1985,,9.1,NY
1985,,8.8,TX
1985,,8.7,FL
1985,,8.4,NY
1985,,7.7,LA
1985,,7.7,LA
1985,,7.0,WA
1985,,6.9,CA
1985,,6.7,VA
1985,,6.4,GA
1985,,6.3,WA
1985,,6.2,OR
1985,,6.1,CA
1985,,5.8,OR
1985,,5.8,AL
1985,,5.6,OR
1984,,679.2,LA
1984,,474.7,VA
1984,,425.3,MS
1984,,383.5,LA
1984,,327.2,LA
1984,,237.0,CA
1984,,180.5,MA
1984,,113.6,AK
1984,,100.3,MA
1984,,71.0,RI
1984,,60.3,WA
1984,,54.1,AK
1984,,52.9,NJ
1984,,50.8,MS
1984,,46.9,AK
1984,,45.1,FL
1984,,43.6,CA
1984,,43.2,ME
1984,,39.8,AK
1984,,37.8,ME
1984,,34.0,WA
1984,,33.4,VA
1984,,30.3,CA
1984,,28.8,NJ
1984,,28.1,NC
1984,,27.7,MA
1984,,25.7,OR
1984,,25.2,TX
1984,,24.4,MD
1984,,23.1,OR
1984,,23.0,TX
1984,,22.5,CA
1984,,22.4,CA
1984,,20.3,MA
1984,,20.1,OR
1984,,18.3,AK
1984,,18.2,AL
1984,,17.7,FL
1984,,17.2,NC
1984,,16.2,LA
1984,,15.9,CA
1984,,15.0,WA
1984,,13.3,NJ
1984,,12.7,CA
1984,,12.5,LA
1984,,11.9,TX
1984,,10.9,NY
1984,,10.8,LA
1984,,10.8,FL
1984,,10.6,WA
1984,,10.1,CA
1984,,9.4,CA
1984,,9.4,AK
1984,,9.2,LA
1984,,9.0,TX
1984,,8.6,LA
1984,,8.2,NY
1984,,8.2,FL
1984,,8.2,VA
1984,,6.6,WA
1984,,6.5,GA
1984,,6.4,AK
1984,,6.4,WA
1984,,5.9,AL
1984,,5.1,OR
1984,,4.9,NY
1984,,4.5,VA
1983,,743.9,LA
1983,,631.4,VA
1983,,380.2,MS
1983,,281.9,LA
1983,,269.2,LA
1983,,262.3,CA
1983,,152.1,MA
1983,,112.3,MA
1983,,89.0,AK
1983,,84.6,CA
1983,,62.8,RI
1983,,57.6,MS
1983,,55.1,ME
1983,,54.8,ME
1983,,50.3,AK
1983,,48.9,AK
1983,,43.1,NJ
1983,,42.2,WA
1983,,42.0,CA
1983,,33.7,AK
1983,,31.0,VA
1983,,28.8,OR
1983,,28.5,OR
1983,,27.0,NC
1983,,26.7,MA
1983,,26.2,OR
1983,,24.2,MA
1983,,23.9,WA
1983,,22.7,CA
1983,,21.9,CA
1983,,21.0,TX
1983,,21.0,TX
1983,,20.6,MD
1983,,18.5,WA
1983,,18.1,NJ
1983,,17.6,CA
1983,,15.4,FL
1983,,14.5,CA
1983,,14.4,CA
1983,,14.0,NC
1983,,13.6,AL
1983,,12.0,TX
1983,,11.7,FL
1983,,11.5,NJ
1983,,11.3,VA
1983,,10.8,WA
1983,,10.8,FL
1983,,9.4,LA
1983,,9.3,CA
1983,,9.3,LA
1983,,9.2,WA
1983,,8.4,NY
1983,,7.3,FL
1983,,7.0,WA
1983,,6.9,GA
1983,,6.6,LA
1983,,6.4,LA
1983,,6.0,TX
1983,,6.0,TX
1983,,6.0,TX
1983,,6.0,TX
1983,,5.7,VA
1983,,5.6,OR
1983,,5.6,LA
1983,,5.0,AL
1983,,4.7,OR
1983,,2.7,WA
1982,,714.7,LA
1982,,576.7,VA
1982,,334.8,CA
1982,,331.6,MS
1982,,267.3,LA
1982,,265.6,LA
1982,,148.2,MA
1982,,106.8,CA
1982,,105.3,AK
1982,,95.7,MA
1982,,68.1,ME
1982,,65.1,RI
1982,,50.6,ME
1982,,47.0,AK
1982,,46.7,OR
1982,,45.2,NJ
1982,,45.0,OR
1982,,44.5,CA
1982,,44.4,WA
1982,,43.5,CA
1982,,38.8,AK
1982,,37.0,OR
1982,,36.4,CA
1982,,36.0,CA
1982,,33.4,AK
1982,,32.5,NC
1982,,30.4,VA
1982,,30.3,MA
1982,,27.7,MA
1982,,26.6,WA
1982,,23.4,MD
1982,,21.1,WA
1982,,19.1,NJ
1982,,19.0,TX
1982,,18.0,TX
1982,,17.8,AL
1982,,17.7,CA
1982,,16.8,CA
1982,,16.5,FL
1982,,14.2,LA
1982,,14.0,NC
1982,,12.5,FL
1982,,11.9,LA
1982,,11.9,WA
1982,,11.0,CA
1982,,10.6,LA
1982,,10.5,NJ
1982,,10.4,LA
1982,,10.0,FL
1982,,9.9,WA
1982,,9.5,WA
1982,,9.2,FL
1982,,9.0,TX
1982,,9.0,FL
1982,,7.7,OR
1982,,7.1,GA
1982,,7.0,TX
1982,,6.6,VA
1982,,6.0,TX
1982,,5.9,AL
1982,,5.6,LA
1982,,5.0,TX
1982,,5.0,TX
1982,,4.7,VA
1982,,4.2,CA
1981,,447.0,LA
1981,,373.0,CA
1981,,221.0,LA
1981,,220.0,MS
1981,,203.0,LA
1981,,193.0,AK
1981,,166.0,MA
1981,,149.0,CA
1981,,76.0,MA
1981,,73.0,AK
1981,,52.0,AK
1981,,49.0,CA
1981,,48.0,CA
1981,,46.0,OR
1981,,44.0,ME
1981,,44.0,OR
1981,,42.0,NJ
1981,,41.0,RI
1981,,40.0,AK
1981,,39.0,NC
1981,,39.0,ME
1981,,39.0,AK
1981,,36.0,OR
1981,,35.0,CA
1981,,35.0,CA
1981,,29.0,VA
1981,,28.0,TX
1981,,28.0,MA
1981,,27.0,WA
1981,,25.0,WA
1981,,25.0,AL
1981,,24.0,WA
1981,,24.0,TX
1981,,23.0,MD
1981,,19.0,MA
1981,,18.0,FL
1981,,18.0,NJ
1981,,17.0,NC
1981,,17.0,FL
1981,,16.0,WA
1981,,16.0,LA
1981,,15.0,FL
1981,,15.0,CA
1981,,15.0,CA
1981,,14.0,CA
1981,,14.0,LA
1981,,14.0,TX
1981,,12.0,FL
1981,,11.0,LA
1981,,10.0,NJ
1981,,9.0,VA
1981,,9.0,WA
1981,,8.0,TX
1981,,7.0,LA
1981,,7.0,VA
1981,,7.0,OR
1981,,7.0,AL
1981,,6.0,GA
1981,,5.0,GA
1981,,5.0,TX
1981,,5.0,CA
