Year,Port,Yield,State,Region,Port_ID,Temp,MSL
2013,"Hampton Roads Area, VA",16.5,VA,2,9,11.031234741210938,0.08199999999999999
2014,"Hampton Roads Area, VA",14.7,VA,2,9,10.310914781358507,0.06
2015,"Hampton Roads Area, VA",11.5,VA,2,9,10.702760484483507,0.056
2016,"Hampton Roads Area, VA",12.3,VA,2,9,12.452767266167536,0.203
2017,"Hampton Roads Area, VA",15.5,VA,2,9,12.442252265082464,0.132
1992,"Honolulu, HI",22.4,HI,7,10,14.144166564941404,-0.004
1993,"Honolulu, HI",26.6,HI,7,10,14.862127685546875,0.039
1994,"Honolulu, HI",19.1,HI,7,10,15.10909423828125,-0.035
1995,"Honolulu, HI",23.9,HI,7,10,14.617990112304687,0.009000000000000001
1996,"Honolulu, HI",22.9,HI,7,10,15.388829040527346,0.06
1997,"Honolulu, HI",28.3,HI,7,10,14.997744750976562,0.013
1998,"Honolulu, HI",28.3,HI,7,10,16.09052429199219,-0.032
1999,"Honolulu, HI",30.6,HI,7,10,13.988386535644533,-0.001
2000,"Honolulu, HI",27.0,HI,7,10,14.5699462890625,-0.023
2001,"Honolulu, HI",20.0,HI,7,10,14.446891784667967,-0.023
2002,"Honolulu, HI",17.7,HI,7,10,14.237265014648438,0.01
2003,"Honolulu, HI",17.8,HI,7,10,15.31707763671875,0.014
2004,"Honolulu, HI",18.9,HI,7,10,14.624957275390624,0.021
2005,"Honolulu, HI",22.2,HI,7,10,14.74728546142578,0.051
2006,"Honolulu, HI",20.9,HI,7,10,14.816018676757812,0.076
2007,"Honolulu, HI",24.2,HI,7,10,13.87802734375,0.034
2008,"Honolulu, HI",26.0,HI,7,10,13.596575927734374,-0.0
2009,"Honolulu, HI",22.3,HI,7,10,14.216572570800786,-0.01
2010,"Honolulu, HI",23.5,HI,7,10,14.750880432128904,-0.024
2011,"Honolulu, HI",22.8,HI,7,10,14.163389587402346,0.034
2012,"Honolulu, HI",27.1,HI,7,10,14.9300048828125,-0.042
2013,"Honolulu, HI",29.0,HI,7,10,14.371034240722654,0.008
2014,"Honolulu, HI",29.0,HI,7,10,14.883502197265624,0.017
2016,"Honolulu, HI",32.3,HI,7,10,15.333976745605467,0.078
2017,"Honolulu, HI",34.0,HI,7,10,15.144392395019533,0.056
1988,"Juneau, AK",3.4,AK,4,11,4.410000425396544,0.434
1993,"Juneau, AK",2.0,AK,4,11,3.765480041503906,0.284
1996,"Juneau, AK",6.6,AK,4,11,4.375291304154829,0.145
1997,"Juneau, AK",5.3,AK,4,11,4.039264100970644,0.163
1998,"Juneau, AK",5.8,AK,4,11,3.91708975127249,0.385
1999,"Juneau, AK",7.6,AK,4,11,4.162761803829309,0.133
2000,"Juneau, AK",6.7,AK,4,11,3.141605261600379,0.16699999999999998
2001,"Juneau, AK",7.9,AK,4,11,4.599252874200994,0.279
2002,"Juneau, AK",6.4,AK,4,11,3.5361395171194365,0.179
2003,"Juneau, AK",8.4,AK,4,11,4.737070257013494,0.304
2004,"Juneau, AK",15.0,AK,4,11,4.12540273955374,0.163
2005,"Juneau, AK",18.5,AK,4,11,4.285989934747869,0.047
2006,"Juneau, AK",19.0,AK,4,11,3.970070578835227,0.289
2007,"Juneau, AK",19.5,AK,4,11,3.5290249911221587,0.084
2008,"Juneau, AK",18.4,AK,4,11,3.381401524399266,0.108
2009,"Juneau, AK",16.7,AK,4,11,3.0848686911843037,-0.009000000000000001
2010,"Juneau, AK",16.0,AK,4,11,3.861767855557528,0.282
2011,"Juneau, AK",18.0,AK,4,11,3.8195000850793086,0.002
2012,"Juneau, AK",18.2,AK,4,11,3.069121158484257,0.166
2013,"Juneau, AK",20.4,AK,4,11,3.437373999393348,-0.029
2014,"Juneau, AK",18.5,AK,4,11,4.293451482599432,-0.055
2015,"Juneau, AK",16.7,AK,4,11,5.212223399769176,0.036000000000000004
2016,"Juneau, AK",16.0,AK,4,11,4.699256203391335,0.191
2017,"Juneau, AK",18.2,AK,4,11,4.598867242986506,-0.057
1981,"Ketchikan, AK",52.0,AK,4,12,3.797853180856416,0.132
1986,"Ketchikan, AK",42.2,AK,4,12,4.197373823686079,0.111
1987,"Ketchikan, AK",27.6,AK,4,12,4.452038389263731,0.07400000000000001
1988,"Ketchikan, AK",28.3,AK,4,12,4.410000425396544,0.034
1989,"Ketchikan, AK",91.6,AK,4,12,3.7254664103190094,-0.024
1990,"Ketchikan, AK",52.6,AK,4,12,4.005856600674716,0.034
1991,"Ketchikan, AK",68.5,AK,4,12,4.367165305397728,-0.17
1992,"Ketchikan, AK",70.6,AK,4,12,4.16732002027107,0.223
1993,"Ketchikan, AK",100.6,AK,4,12,3.765480041503906,-0.017
1994,"Ketchikan, AK",93.6,AK,4,12,4.170067064689867,-0.021
1995,"Ketchikan, AK",116.7,AK,4,12,3.7165037212949814,0.071
1996,"Ketchikan, AK",136.8,AK,4,12,4.375291304154829,-0.067
1997,"Ketchikan, AK",65.2,AK,4,12,4.039264100970644,-0.048
1998,"Ketchikan, AK",99.9,AK,4,12,3.91708975127249,0.212
2000,"Ketchikan, AK",57.3,AK,4,12,3.141605261600379,-0.08199999999999999
2001,"Ketchikan, AK",27.0,AK,4,12,4.599252874200994,0.002
2002,"Ketchikan, AK",73.2,AK,4,12,3.5361395171194365,-0.033
2003,"Ketchikan, AK",79.8,AK,4,12,4.737070257013494,0.128
2004,"Ketchikan, AK",96.7,AK,4,12,4.12540273955374,0.044
2005,"Ketchikan, AK",102.5,AK,4,12,4.285989934747869,-0.057
2006,"Ketchikan, AK",50.3,AK,4,12,3.970070578835227,0.161
2007,"Ketchikan, AK",83.5,AK,4,12,3.5290249911221587,-0.079
2008,"Ketchikan, AK",46.0,AK,4,12,3.381401524399266,0.025
2009,"Ketchikan, AK",75.9,AK,4,12,3.0848686911843037,-0.14400000000000002
2010,"Ketchikan, AK",75.7,AK,4,12,3.861767855557528,0.19
2011,"Ketchikan, AK",100.0,AK,4,12,3.8195000850793086,-0.108
2012,"Ketchikan, AK",74.1,AK,4,12,3.069121158484257,0.063
2013,"Ketchikan, AK",143.5,AK,4,12,3.437373999393348,-0.142
2014,"Ketchikan, AK",86.5,AK,4,12,4.293451482599432,-0.108
2015,"Ketchikan, AK",84.3,AK,4,12,5.212223399769176,-0.071
2016,"Ketchikan, AK",65.0,AK,4,12,4.699256203391335,0.094
2017,"Ketchikan, AK",77.0,AK,4,12,4.598867242986506,-0.068
1981,"Key West, FL",18.0,FL,1,13,19.68025090144231,-0.045
1982,"Key West, FL",10.0,FL,1,13,19.876237135667072,-0.081
1983,"Key West, FL",11.7,FL,1,13,21.139937180739178,0.053
1984,"Key West, FL",17.7,FL,1,13,20.797811654897835,0.044
1985,"Key West, FL",15.3,FL,1,13,20.630903977614178,0.032
1986,"Key West, FL",15.4,FL,1,13,21.01910869891827,-0.011
1987,"Key West, FL",12.3,FL,1,13,21.331113375150238,0.044
1988,"Key West, FL",9.2,FL,1,13,19.93401630108173,0.016
1989,"Key West, FL",9.6,FL,1,13,20.620211087740387,-0.048
1990,"Key West, FL",11.4,FL,1,13,20.48328106219952,-0.096
1991,"Key West, FL",14.1,FL,1,13,21.21723820612981,0.062
1992,"Key West, FL",9.4,FL,1,13,20.208188570462735,0.038
1993,"Key West, FL",20.3,FL,1,13,20.736091026893032,0.077
1994,"Key West, FL",21.5,FL,1,13,19.871985802283653,-0.029
1995,"Key West, FL",23.4,FL,1,13,20.730630727914665,-0.003
1996,"Key West, FL",23.7,FL,1,13,19.789402888371395,0.013
1997,"Key West, FL",18.8,FL,1,13,20.17577185997596,0.011
1998,"Key West, FL",18.9,FL,1,13,20.32305438701923,-0.02
1999,"Key West, FL",19.8,FL,1,13,21.281843919020428,0.055
2000,"Key West, FL",16.9,FL,1,13,20.84074988731971,0.025
2001,"Key West, FL",16.4,FL,1,13,19.843827467698322,-0.06
2002,"Key West, FL",17.5,FL,1,13,21.058805025540867,-0.032
2003,"Key West, FL",15.8,FL,1,13,20.08387169471154,-0.053
2004,"Key West, FL",16.0,FL,1,13,20.56615741436298,0.042
2005,"Key West, FL",14.0,FL,1,13,20.523561917818512,0.06
2006,"Key West, FL",13.2,FL,1,13,20.448091947115387,-0.022
2007,"Key West, FL",10.1,FL,1,13,21.56781710111178,0.053
2008,"Key West, FL",10.3,FL,1,13,20.832160362830532,0.053
2009,"Key West, FL",11.5,FL,1,13,20.052980863131012,-0.08900000000000001
2010,"Key West, FL",13.3,FL,1,13,20.01573768028846,0.049
2011,"Key West, FL",13.7,FL,1,13,19.075144841120792,-0.031
2012,"Key West, FL",11.8,FL,1,13,20.519066443810093,0.022
2013,"Key West, FL",7.5,FL,1,13,20.83056640625,0.1
2014,"Key West, FL",13.4,FL,1,13,20.960127610426678,0.107
2015,"Key West, FL",17.3,FL,1,13,21.26739971454327,
2017,"Key West, FL",14.6,FL,1,13,21.767770620492787,0.122
1981,"Kodiak, AK",193.0,AK,4,14,3.797853180856416,
1982,"Kodiak, AK",105.3,AK,4,14,4.108842329545454,0.212
1984,"Kodiak, AK",113.6,AK,4,14,4.623525446111506,0.236
1985,"Kodiak, AK",96.1,AK,4,14,4.706362175218986,0.331
1986,"Kodiak, AK",141.2,AK,4,14,4.197373823686079,0.438
1987,"Kodiak, AK",204.1,AK,4,14,4.452038389263731,0.377
1988,"Kodiak, AK",304.6,AK,4,14,4.410000425396544,0.246
1989,"Kodiak, AK",213.2,AK,4,14,3.7254664103190094,0.115
1990,"Kodiak, AK",272.5,AK,4,14,4.005856600674716,0.179
1991,"Kodiak, AK",287.3,AK,4,14,4.367165305397728,0.026
1992,"Kodiak, AK",290.6,AK,4,14,4.16732002027107,0.359
1993,"Kodiak, AK",374.2,AK,4,14,3.765480041503906,0.06
1994,"Kodiak, AK",307.7,AK,4,14,4.170067064689867,0.112
1995,"Kodiak, AK",362.4,AK,4,14,3.7165037212949814,0.213
1996,"Kodiak, AK",202.7,AK,4,14,4.375291304154829,0.058
1997,"Kodiak, AK",277.5,AK,4,14,4.039264100970644,0.16699999999999998
1998,"Kodiak, AK",357.6,AK,4,14,3.91708975127249,0.252
1999,"Kodiak, AK",331.6,AK,4,14,4.162761803829309,0.02
2000,"Kodiak, AK",289.6,AK,4,14,3.141605261600379,-0.005
2001,"Kodiak, AK",285.5,AK,4,14,4.599252874200994,0.267
2002,"Kodiak, AK",250.4,AK,4,14,3.5361395171194365,0.116
2003,"Kodiak, AK",262.9,AK,4,14,4.737070257013494,0.249
2004,"Kodiak, AK",317.4,AK,4,14,4.12540273955374,0.051
2005,"Kodiak, AK",337.2,AK,4,14,4.285989934747869,0.0
2006,"Kodiak, AK",332.8,AK,4,14,3.970070578835227,0.161
2007,"Kodiak, AK",320.0,AK,4,14,3.5290249911221587,0.053
2008,"Kodiak, AK",250.9,AK,4,14,3.381401524399266,-0.008
2009,"Kodiak, AK",282.9,AK,4,14,3.0848686911843037,-0.061
2010,"Kodiak, AK",325.3,AK,4,14,3.861767855557528,0.145
2011,"Kodiak, AK",371.7,AK,4,14,3.8195000850793086,-0.052000000000000005
2012,"Kodiak, AK",393.0,AK,4,14,3.069121158484257,-0.017
2013,"Kodiak, AK",425.6,AK,4,14,3.437373999393348,-0.078
2014,"Kodiak, AK",477.1,AK,4,14,4.293451482599432,-0.042
2015,"Kodiak, AK",513.9,AK,4,14,5.212223399769176,0.015
2016,"Kodiak, AK",417.0,AK,4,14,4.699256203391335,0.214
1983,"Los Angeles, CA",262.3,CAS,7,15,15.598367309570312,0.141
1984,"Los Angeles, CA",237.0,CAS,7,15,15.577189636230464,-0.002
1985,"Los Angeles, CA",150.3,CAS,7,15,14.115589904785152,-0.011
1986,"Los Angeles, CA",187.4,CAS,7,15,15.169248962402346,-0.027000000000000003
1987,"Los Angeles, CA",203.1,CAS,7,15,15.064169311523438,-0.011
1988,"Los Angeles, CA",232.0,CAS,7,15,13.871600341796874,-0.066
1989,"Los Angeles, CA",217.2,CAS,7,15,13.526483154296875,-0.13
1990,"Los Angeles, CA",158.5,CAS,7,15,15.080108642578125,-0.008
1991,"Los Angeles, CA",141.5,CAS,7,15,14.356440734863279,-0.011
1992,"Los Angeles, CA",94.9,CAS,7,15,14.144166564941404,0.098
1993,"Los Angeles, CA",99.8,CAS,7,15,14.862127685546875,0.104
1994,"Los Angeles, CA",98.2,CAS,7,15,15.10909423828125,0.024
1995,"Los Angeles, CA",168.5,CAS,7,15,14.617990112304687,0.033
1996,"Los Angeles, CA",156.9,CAS,7,15,15.388829040527346,-0.052000000000000005
1997,"Los Angeles, CA",168.2,CAS,7,15,14.997744750976562,-0.028
1998,"Los Angeles, CA",150.9,CAS,7,15,16.09052429199219,0.133
1999,"Los Angeles, CA",194.7,CAS,7,15,13.988386535644533,-0.05
2000,"Los Angeles, CA",254.7,CAS,7,15,14.5699462890625,-0.076
2001,"Los Angeles, CA",219.1,CAS,7,15,14.446891784667967,-0.045
2002,"Los Angeles, CA",170.1,CAS,7,15,14.237265014648438,-0.032
2003,"Los Angeles, CA",88.7,CAS,7,15,15.31707763671875,0.003
2004,"Los Angeles, CA",92.1,CAS,7,15,14.624957275390624,0.019
2005,"Los Angeles, CA",139.7,CAS,7,15,14.74728546142578,0.08900000000000001
2006,"Los Angeles, CA",164.5,CAS,7,15,14.816018676757812,-0.055
2007,"Los Angeles, CA",141.3,CAS,7,15,13.87802734375,0.013
2008,"Los Angeles, CA",123.6,CAS,7,15,13.596575927734374,-0.022
2009,"Los Angeles, CA",113.6,CAS,7,15,14.216572570800786,-0.028
2010,"Los Angeles, CA",186.8,CAS,7,15,14.750880432128904,0.115
2011,"Los Angeles, CA",157.2,CAS,7,15,14.163389587402346,-0.002
2012,"Los Angeles, CA",161.9,CAS,7,15,14.9300048828125,-0.012
2013,"Los Angeles, CA",113.1,CAS,7,15,14.371034240722654,-0.047
2014,"Los Angeles, CA",55.2,CAS,7,15,14.883502197265624,0.051
2016,"Los Angeles, CA",36.5,CAS,7,15,15.333976745605467,0.067
2017,"Los Angeles, CA",43.2,CAS,7,15,15.144392395019533,0.055
1984,"Montauk, NY",10.9,NY,2,16,10.018180847167967,-0.025
1985,"Montauk, NY",8.4,NY,2,16,10.662642584906685,-0.028
1986,"Montauk, NY",11.0,NY,2,16,10.715660095214844,-0.119
1987,"Montauk, NY",14.7,NY,2,16,10.380788167317707,0.052000000000000005
1988,"Montauk, NY",13.2,NY,2,16,9.141147189670141,-0.08900000000000001
1989,"Montauk, NY",9.6,NY,2,16,9.762672424316406,-0.061
1990,"Montauk, NY",14.3,NY,2,16,9.243935479058159,-0.077
1991,"Montauk, NY",14.3,NY,2,16,10.590282864040796,0.001
1992,"Montauk, NY",14.6,NY,2,16,9.684686448838976,0.025
1993,"Montauk, NY",15.9,NY,2,16,9.943673027886284,-0.004
1994,"Montauk, NY",11.6,NY,2,16,9.5807130601671,-0.096
1995,"Montauk, NY",11.1,NY,2,16,10.937942504882812,0.011
1996,"Montauk, NY",9.4,NY,2,16,8.915150112575953,0.106
1997,"Montauk, NY",13.6,NY,2,16,9.477572970920141,0.06
1998,"Montauk, NY",12.7,NY,2,16,9.9782469007704,0.141
1999,"Montauk, NY",12.9,NY,2,16,10.184391445583769,0.003
2000,"Montauk, NY",12.6,NY,2,16,11.536813524034288,-0.042
2001,"Montauk, NY",14.5,NY,2,16,9.107948303222656,0.049
2002,"Montauk, NY",11.3,NY,2,16,11.179234822591148,-0.017
2003,"Montauk, NY",10.9,NY,2,16,9.370829264322916,0.014
2004,"Montauk, NY",12.3,NY,2,16,9.481597052680122,
2005,"Montauk, NY",12.4,NY,2,16,10.225099351671007,
2006,"Montauk, NY",10.9,NY,2,16,10.744933234320747,
2007,"Montauk, NY",10.8,NY,2,16,11.851536220974396,0.05
2008,"Montauk, NY",11.2,NY,2,16,9.835394965277779,0.059
2009,"Montauk, NY",11.5,NY,2,16,9.13500467936198,0.041
2010,"Montauk, NY",12.9,NY,2,16,9.93700154622396,0.151
2011,"Montauk, NY",13.0,NY,2,16,9.086321512858072,0.127
2012,"Montauk, NY",14.8,NY,2,16,11.30772908528646,0.081
2013,"Montauk, NY",13.1,NY,2,16,11.031234741210938,0.063
2014,"Montauk, NY",11.8,NY,2,16,10.310914781358507,0.076
2015,"Montauk, NY",11.6,NY,2,16,10.702760484483507,0.037000000000000005
2016,"Montauk, NY",11.8,NY,2,16,12.452767266167536,0.162
2017,"Montauk, NY",10.1,NY,2,16,12.442252265082464,0.123
1983,"Monterey, CA",17.6,CAN,6,17,12.916604614257812,0.18600000000000005
1984,"Monterey, CA",30.3,CAN,6,17,12.847065734863286,-0.016
1985,"Monterey, CA",18.2,CAN,6,17,12.05430908203125,-0.022
1986,"Monterey, CA",16.4,CAN,6,17,12.423199462890626,0.003
1987,"Monterey, CA",16.1,CAN,6,17,12.692097473144536,-0.028
1988,"Monterey, CA",14.0,CAN,6,17,11.858919525146485,-0.053
1989,"Monterey, CA",17.3,CAN,6,17,11.332083129882813,-0.15
1990,"Monterey, CA",22.8,CAN,6,17,12.677056884765625,-0.038
1991,"Monterey, CA",19.3,CAN,6,17,11.603793334960935,-0.025
1992,"Monterey, CA",17.6,CAN,6,17,12.257774353027346,0.058
1993,"Monterey, CA",15.3,CAN,6,17,12.257275390625,0.11
1994,"Monterey, CA",27.6,CAN,6,17,13.05147705078125,0.005
1995,"Monterey, CA",18.6,CAN,6,17,12.317410278320313,0.098
1996,"Monterey, CA",24.9,CAN,6,17,13.269775390625,-0.054000000000000006
1997,"Monterey, CA",30.7,CAN,6,17,12.828857421875,0.011
1998,"Monterey, CA",6.9,CAN,6,17,13.680596923828125,0.151
1999,"Monterey, CA",5.7,CAN,6,17,12.024531555175779,-0.073
2000,"Monterey, CA",10.9,CAN,6,17,12.2182861328125,-0.08199999999999999
2001,"Monterey, CA",7.5,CAN,6,17,12.302950286865235,-0.042
2002,"Monterey, CA",14.8,CAN,6,17,11.815894317626952,-0.073
2003,"Monterey, CA",10.0,CAN,6,17,12.932205200195312,0.011
2004,"Monterey, CA",3.7,CAN,6,17,12.290076446533202,0.009000000000000001
2005,"Monterey, CA",1.7,CAN,6,17,12.38479232788086,0.102
2008,"Monterey, CA",13.4,CAN,6,17,11.373990631103515,0.01
2009,"Monterey, CA",12.9,CAN,6,17,11.790644073486328,-0.077
2010,"Monterey, CA",17.1,CAN,6,17,12.620067596435547,0.126
2011,"Monterey, CA",25.0,CAN,6,17,11.926493835449214,-0.037000000000000005
2012,"Monterey, CA",6.9,CAN,6,17,12.199859619140625,-0.047
2013,"Monterey, CA",22.5,CAN,6,17,12.016751098632813,-0.066
2016,"Monterey, CA",10.4,CAN,6,17,13.074406433105473,0.084
2017,"Monterey, CA",13.6,CAN,6,17,12.450309753417967,0.08800000000000001
1989,"Neah Bay, WA",4.3,WA,5,18,9.395544869559153,-0.129
1990,"Neah Bay, WA",4.8,WA,5,18,10.338781084333148,-0.034
1991,"Neah Bay, WA",6.0,WA,5,18,9.069812774658203,-0.123
1995,"Neah Bay, WA",5.0,WA,5,18,10.03462655203683,0.162
1996,"Neah Bay, WA",5.3,WA,5,18,10.997376578194757,-0.002
1997,"Neah Bay, WA",5.6,WA,5,18,10.351793561662946,0.043
2004,"Neah Bay, WA",4.8,WA,5,18,10.067206246512276,0.023
2005,"Neah Bay, WA",6.8,WA,5,18,10.255067007882255,0.017
2006,"Neah Bay, WA",5.6,WA,5,18,10.679090227399554,0.105
2007,"Neah Bay, WA",4.7,WA,5,18,9.690086364746094,-0.16399999999999998
2008,"Neah Bay, WA",4.3,WA,5,18,9.112027304513116,-0.026
2009,"Neah Bay, WA",4.9,WA,5,18,9.239246913364958,-0.196
2010,"Neah Bay, WA",5.1,WA,5,18,10.355286734444755,0.19
2011,"Neah Bay, WA",5.1,WA,5,18,9.682677132742745,-0.113
2012,"Neah Bay, WA",5.6,WA,5,18,9.677825927734377,-0.08
2013,"Neah Bay, WA",5.0,WA,5,18,9.708958217075892,-0.195
2014,"Neah Bay, WA",4.5,WA,5,18,9.951266697474882,-0.191
2016,"Neah Bay, WA",4.6,WA,5,18,10.935725620814733,0.09
2017,"Neah Bay, WA",4.6,WA,5,18,10.118800571986608,-0.03
1997,"New London, CT",5.7,CT,3,19,5.188488960266113,0.068
1998,"New London, CT",5.3,CT,3,19,5.115334510803223,0.146
1999,"New London, CT",5.4,CT,3,19,5.008712768554688,0.011
2000,"New London, CT",4.0,CT,3,19,7.108475208282473,-0.037000000000000005
2001,"New London, CT",4.7,CT,3,19,4.869086742401123,0.042
2002,"New London, CT",5.9,CT,3,19,6.42186450958252,-0.018000000000000002
2003,"New London, CT",6.5,CT,3,19,4.81714391708374,0.011
2010,"New London, CT",3.2,CT,3,19,5.549651145935059,0.134
2011,"New London, CT",2.9,CT,3,19,5.530272960662842,0.108
2012,"New London, CT",5.0,CT,3,19,6.918099403381348,0.07
2013,"New London, CT",4.9,CT,3,19,6.860728740692139,0.025
2014,"New London, CT",4.3,CT,3,19,5.976993083953857,0.048
2015,"New London, CT",6.1,CT,3,19,6.519471168518066,0.012
2017,"New London, CT",5.6,CT,3,19,7.539729118347168,0.117
1985,"Newport, RI",16.8,RI,3,20,5.8787384033203125,0.005
1986,"Newport, RI",11.6,RI,3,20,5.52491569519043,-0.076
1987,"Newport, RI",11.5,RI,3,20,5.282522201538086,0.066
1990,"Newport, RI",15.0,RI,3,20,4.280286312103272,-0.073
1991,"Newport, RI",16.7,RI,3,20,5.587583541870117,-0.003
1992,"Newport, RI",14.2,RI,3,20,5.307250022888184,0.038
1993,"Newport, RI",11.9,RI,3,20,5.303576946258545,-0.006
1994,"Newport, RI",12.1,RI,3,20,5.146675109863281,-0.11
1995,"Newport, RI",13.2,RI,3,20,5.975947380065918,-0.014
1996,"Newport, RI",18.0,RI,3,20,4.756357192993164,0.078
1997,"Newport, RI",8.1,RI,3,20,5.188488960266113,0.063
1998,"Newport, RI",8.0,RI,3,20,5.115334510803223,0.116
2004,"Newport, RI",8.0,RI,3,20,4.6809916496276855,-0.009000000000000001
2005,"Newport, RI",7.3,RI,3,20,5.2480316162109375,0.086
2006,"Newport, RI",10.3,RI,3,20,6.282494068145753,0.079
2007,"Newport, RI",8.7,RI,3,20,6.6577205657958975,0.024
2008,"Newport, RI",6.7,RI,3,20,4.9903564453125,0.031
2009,"Newport, RI",7.6,RI,3,20,4.5403032302856445,0.011
2010,"Newport, RI",7.5,RI,3,20,5.549651145935059,0.123
2011,"Newport, RI",5.6,RI,3,20,5.530272960662842,0.095
2012,"Newport, RI",7.3,RI,3,20,6.918099403381348,0.054000000000000006
2013,"Newport, RI",8.1,RI,3,20,6.860728740692139,0.033
2014,"Newport, RI",6.4,RI,3,20,5.976993083953857,0.042
2015,"Newport, RI",8.3,RI,3,20,6.519471168518066,0.002
2017,"Newport, RI",7.3,RI,3,20,7.539729118347168,0.096
2013,"Norton/Kotzebue Sound, AK",2.9,AK,4,21,3.437373999393348,
2014,"Norton/Kotzebue Sound, AK",2.7,AK,4,21,4.293451482599432,
2016,"Norton/Kotzebue Sound, AK",3.0,AK,4,21,4.699256203391335,
1981,"Ocean City, MD",23.0,MD,2,22,9.201944986979166,
1982,"Ocean City, MD",23.4,MD,2,22,9.14357164171007,-0.152
1983,"Ocean City, MD",20.6,MD,2,22,11.655029296875,-0.009000000000000001
1984,"Ocean City, MD",24.4,MD,2,22,10.018180847167967,0.101
1985,"Ocean City, MD",24.5,MD,2,22,10.662642584906685,0.028
1986,"Ocean City, MD",29.1,MD,2,22,10.715660095214844,-0.103
1987,"Ocean City, MD",22.5,MD,2,22,10.380788167317707,0.019
1988,"Ocean City, MD",21.1,MD,2,22,9.141147189670141,-0.146
1989,"Ocean City, MD",24.6,MD,2,22,9.762672424316406,-0.027000000000000003
